strategy_name,signal_name,eta,clip_scheme,clip_lower,cost_bps,annual_return,annual_volatility,sharpe,max_drawdown,calmar,monthly_win_rate,average_turnover,start_date,end_date,notes
ICIR + weekly 8w_mean eta=0.5 clip_0.7,8w_mean,0.5,clip_0.7,0.7,10,0.060390674489808616,0.17386454732003226,0.4215024999945929,-0.3078695605909757,0.19615669172972078,0.5342465753424658,0.47041637644145184,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.8,8w_mean,0.5,clip_0.8,0.8,10,0.05579202461368493,0.17400270266640935,0.39623408299698554,-0.3183592125202137,0.17524865755264585,0.5205479452054794,0.4658308180481387,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 no_clip,8w_mean,0.5,no_clip,0.0,10,0.05625056585285848,0.177946499201531,0.39373133587419684,-0.33187445678608896,0.1694935078691971,0.5342465753424658,0.47771070350592054,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.5,8w_mean,1.0,clip_0.5,0.5,10,0.06008540484802616,0.17619182403004036,0.41654770811780273,-0.3180736902396104,0.18890403919532855,0.5342465753424658,0.4768245491834997,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.7,8w_mean,1.0,clip_0.7,0.7,10,0.05990987924035607,0.17268685982925897,0.42064988640053624,-0.3079857550634474,0.19452159151975773,0.5342465753424658,0.4665350979026391,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.8,8w_mean,1.0,clip_0.8,0.8,10,0.05825542932348493,0.17341978311412826,0.41044652230654577,-0.31454776696072506,0.18520376058100835,0.5205479452054794,0.46674406005727104,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 no_clip,8w_mean,1.0,no_clip,0.0,10,0.06056420101317106,0.17864017533490073,0.4156635745761384,-0.3261811709851534,0.18567656995727605,0.5342465753424658,0.4861891494466371,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.5,8w_mean,1.5,clip_0.5,0.5,10,0.062545904937648,0.17639546146520776,0.42947925477374566,-0.3088163899569808,0.20253427917592348,0.5342465753424658,0.4745375744911385,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.7,8w_mean,1.5,clip_0.7,0.7,10,0.058467117452274175,0.1729262526012231,0.41238625520969435,-0.3101642302099177,0.18850374014019575,0.5342465753424658,0.46721229007042797,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.8,8w_mean,1.5,clip_0.8,0.8,10,0.05906375262337016,0.17294923531121398,0.4155289211673578,-0.3099327441185259,0.1905695791883891,0.5205479452054794,0.46651187988545784,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 no_clip,8w_mean,1.5,no_clip,0.0,10,0.06593350179339152,0.1789224195931039,0.4435261137000215,-0.3034881322020958,0.21725232322918558,0.5342465753424658,0.48894822382168557,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.5,8w_mean,2.0,clip_0.5,0.5,10,0.0628557448411462,0.17637766700465285,0.4311917751677273,-0.3082904665659497,0.20388481532139774,0.5342465753424658,0.47247504063153006,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.7,8w_mean,2.0,clip_0.7,0.7,10,0.057452563172391224,0.17286622229822807,0.40688508395635264,-0.31175325204947224,0.18428857692645353,0.5342465753424658,0.4674406005727112,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.8,8w_mean,2.0,clip_0.8,0.8,10,0.0591092020715025,0.17285408893717646,0.4158990895455936,-0.3090838801818516,0.19124000267087754,0.5205479452054794,0.466968500890024,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 no_clip,8w_mean,2.0,no_clip,0.0,10,0.07064796587206867,0.17877305165153934,0.4686696356787602,-0.28921795912469384,0.2442724030204826,0.547945205479452,0.4857286587725408,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
"ICIR + weekly EOT drift, previous",previous_weekly_4w,1.0,no_clip,0.0,10,0.06791993970978005,0.17968120965765363,0.4527690776636678,-0.31326112844357334,0.21681572829427587,0.5342465753424658,0.48574800712019195,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.5,ewma_hl12,0.5,clip_0.5,0.5,10,0.061108280521821934,0.17325891669516533,0.42621017294607483,-0.2914767665384197,0.20965060525250206,0.5342465753424658,0.47406160513892115,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.7,ewma_hl12,0.5,clip_0.7,0.7,10,0.06292744263279948,0.17288225740399826,0.43669767017582045,-0.2916712467538287,0.21574784396183694,0.5342465753424658,0.4722428604597167,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.8,ewma_hl12,0.5,clip_0.8,0.8,10,0.05717330985699309,0.173531276290034,0.40434036585683825,-0.30897662476519894,0.18504089071605626,0.5205479452054794,0.4699520160978253,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 no_clip,ewma_hl12,0.5,no_clip,0.0,10,0.06104286901973377,0.17326977746318406,0.42583646937784175,-0.2914767665384197,0.2094261911324163,0.5342465753424658,0.47406160513892115,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.5,ewma_hl12,1.0,clip_0.5,0.5,10,0.060662850087315645,0.17515143212197606,0.42108825315750564,-0.29993626828243436,0.2022524666146496,0.5342465753424658,0.4783840260041792,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.7,ewma_hl12,1.0,clip_0.7,0.7,10,0.06307821589203466,0.17328774447797038,0.4369316692305582,-0.2952536144379688,0.21364079153478763,0.5342465753424658,0.4731444934602585,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.8,ewma_hl12,1.0,clip_0.8,0.8,10,0.05767703572114202,0.1737517661025596,0.4067904006141645,-0.3141327463758169,0.18360720550967116,0.5205479452054794,0.4683422335732528,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 no_clip,ewma_hl12,1.0,no_clip,0.0,10,0.05875084124234897,0.1763266590137587,0.4092294229022364,-0.30463861654289415,0.19285421496810354,0.5342465753424658,0.481812553207956,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.5,ewma_hl12,1.5,clip_0.5,0.5,10,0.05975542502949294,0.1755658974653447,0.4155814181457089,-0.30435103737439695,0.1963371820414888,0.5342465753424658,0.4804465598637876,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.7,ewma_hl12,1.5,clip_0.7,0.7,10,0.06385440747311288,0.1735361248897077,0.4407656317984502,-0.29367954790701434,0.21742885375637616,0.5342465753424658,0.471550189613807,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.8,ewma_hl12,1.5,clip_0.8,0.8,10,0.058559689397683856,0.17396158909760423,0.41131497390119093,-0.3116979852616859,0.18787317264344874,0.5205479452054794,0.4685705440755359,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 no_clip,ewma_hl12,1.5,no_clip,0.0,10,0.061446513270542846,0.1758641483783045,0.4242734768246946,-0.29655076264993596,0.20720403050548727,0.5342465753424658,0.48271418620849776,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.5,ewma_hl12,2.0,clip_0.5,0.5,10,0.06017331181042951,0.1760612282040422,0.4171289681821164,-0.3092082854941851,0.19460446124287673,0.5205479452054794,0.48365451590434183,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.7,ewma_hl12,2.0,clip_0.7,0.7,10,0.06352829137377891,0.17372312424503453,0.4386997160188478,-0.2939056074041928,0.21615202219130109,0.5342465753424658,0.47155405928333716,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.8,ewma_hl12,2.0,clip_0.8,0.8,10,0.05916555950298452,0.17394276525875146,0.41464888611695316,-0.3108687848288989,0.19032325659698845,0.5205479452054794,0.4681139230709697,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 no_clip,ewma_hl12,2.0,no_clip,0.0,10,0.06542999921428949,0.1784713987685668,0.44165714714757937,-0.30027350929690544,0.21790133724248514,0.5342465753424658,0.49093723396021977,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.5,ewma_hl4,0.5,clip_0.5,0.5,10,0.05682962708800465,0.17546325588718484,0.39995618610300915,-0.32257356885351796,0.17617570866077756,0.5342465753424658,0.4747349276371798,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.7,ewma_hl4,0.5,clip_0.7,0.7,10,0.06103499534118462,0.17347277182954676,0.4255505908807418,-0.3039675658383407,0.20079443401420302,0.5342465753424658,0.4713257487810541,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.8,ewma_hl4,0.5,clip_0.8,0.8,10,0.0578130397054788,0.17320408280253302,0.4083244364667677,-0.3096068077120431,0.18673051840400468,0.5205479452054794,0.4669762402290844,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 no_clip,ewma_hl4,0.5,no_clip,0.0,10,0.05656019712231952,0.17574592432503242,0.39814036355341986,-0.32270111186106665,0.17527115663199366,0.5342465753424658,0.47679359182725795,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.5,ewma_hl4,1.0,clip_0.5,0.5,10,0.062102688280413876,0.17531401207099243,0.4286392016300005,-0.30454245025201077,0.20392128660232264,0.547945205479452,0.47728117018806593,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.7,ewma_hl4,1.0,clip_0.7,0.7,10,0.06170386106084602,0.17236679476236746,0.43088468536585484,-0.3004149807431573,0.20539541972309408,0.5342465753424658,0.46791270025539816,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.8,ewma_hl4,1.0,clip_0.8,0.8,10,0.05877692576377225,0.1728959849022584,0.4140168030572171,-0.3096721226168616,0.18980373585804927,0.5205479452054794,0.4667479297268013,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 no_clip,ewma_hl4,1.0,no_clip,0.0,10,0.065301683329408,0.17720522864234176,0.44279560532271234,-0.30748104454380776,0.2123762894922268,0.5205479452054794,0.48366612491293237,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.5,ewma_hl4,1.5,clip_0.5,0.5,10,0.06582550492428685,0.17553465482033206,0.4483490691040785,-0.2965181989329947,0.22199482244650245,0.547945205479452,0.4756868663416145,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.7,ewma_hl4,1.5,clip_0.7,0.7,10,0.06110402759124223,0.1716268899052915,0.42874125450114625,-0.299243209487705,0.20419520194242807,0.5342465753424658,0.4667711477439827,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,ewma_hl4,1.5,clip_0.8,0.8,10,0.05942203561969528,0.17283897609961793,0.41762589181478593,-0.30851588293503873,0.1926060825601229,0.5205479452054794,0.4669762402290845,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 no_clip,ewma_hl4,1.5,no_clip,0.0,10,0.0708511905998428,0.17757861134131597,0.4716071838647575,-0.2909644084574696,0.24350466428336076,0.5342465753424658,0.4880272424734927,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,ewma_hl4,2.0,clip_0.5,0.5,10,0.06516114698016984,0.17544295264150003,0.4449097204509081,-0.29503220371772865,0.22086113366292925,0.547945205479452,0.47293553130562654,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,ewma_hl4,2.0,clip_0.7,0.7,10,0.061653610128148406,0.17149865279210874,0.43195529532725296,-0.2970323780585312,0.20756528473808117,0.5342465753424658,0.4669955885767356,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,ewma_hl4,2.0,clip_0.8,0.8,10,0.05918530110384279,0.172950105858417,0.41616596447083254,-0.3091317894166141,0.19145653449467565,0.5205479452054794,0.46651187988545784,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 no_clip,ewma_hl4,2.0,no_clip,0.0,10,0.07339245558656904,0.17790194571435997,0.48445874706219155,-0.27941707386685777,0.26266274487413943,0.547945205479452,0.4857286587725408,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,ewma_hl8,0.5,clip_0.5,0.5,10,0.05860801449882347,0.17486922717792336,0.4104411703771598,-0.30558102914552243,0.19179205810879518,0.5342465753424658,0.4742783066326135,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,ewma_hl8,0.5,clip_0.7,0.7,10,0.06330895913945134,0.1740499726672589,0.43701303884764536,-0.2955376796238991,0.21421620153483725,0.5342465753424658,0.47245956195340916,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,ewma_hl8,0.5,clip_0.8,0.8,10,0.05787731937400298,0.17423642601876985,0.40724217955631753,-0.3112289531541058,0.1859638018489394,0.5205479452054794,0.46902716508010217,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 no_clip,ewma_hl8,0.5,no_clip,0.0,10,0.05936182229406972,0.17494983887572818,0.41443115760511934,-0.30422132904884147,0.19512708881940172,0.5342465753424658,0.4756520393158424,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,ewma_hl8,1.0,clip_0.5,0.5,10,0.06582688114979551,0.17544433355954184,0.44836452750322286,-0.2885418200631733,0.22813636212381064,0.5342465753424658,0.47953331785465525,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,ewma_hl8,1.0,clip_0.7,0.7,10,0.06314240119224834,0.17354771510800476,0.4368397046359762,-0.2895300634065906,0.2180858196531277,0.5342465753424658,0.472699481464283,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,ewma_hl8,1.0,clip_0.8,0.8,10,0.05728356666159318,0.17396222258195787,0.40434957411468203,-0.3108957024218145,0.1842533242349952,0.5205479452054794,0.46834610324278303,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 no_clip,ewma_hl8,1.0,no_clip,0.0,10,0.0628593402378228,0.17627830801351368,0.43116657026951327,-0.2946559162157597,0.21333133590229525,0.5342465753424658,0.4827219255475582,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,ewma_hl8,1.5,clip_0.5,0.5,10,0.06197946840463753,0.17594163891557377,0.42697350173382786,-0.301131398082673,0.20582200593915354,0.5342465753424658,0.480469777880969,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.7,ewma_hl8,1.5,clip_0.7,0.7,10,0.0628368263386554,0.1734515185969013,0.43536734581571257,-0.2959375554104432,0.2123313692022137,0.5342465753424658,0.4715656682919278,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.8,ewma_hl8,1.5,clip_0.8,0.8,10,0.056678123394728885,0.17392145651124652,0.4011071910400968,-0.3179221195254628,0.17827675368838078,0.5205479452054794,0.46743673090318083,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 no_clip,ewma_hl8,1.5,no_clip,0.0,10,0.06661337661131839,0.1775763946761781,0.4491971535022083,-0.29228389516415165,0.22790642150812712,0.547945205479452,0.4877563656063772,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.5,ewma_hl8,2.0,clip_0.5,0.5,10,0.05981243606285869,0.1765789741258703,0.4144587228762583,-0.3080426933063759,0.1941693062765488,0.5342465753424658,0.4825400510796378,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.7,ewma_hl8,2.0,clip_0.7,0.7,10,0.06120903522894561,0.17394657309290404,0.42580946264135044,-0.3016676558464302,0.20290221388568505,0.5342465753424658,0.47065242628279547,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.8,ewma_hl8,2.0,clip_0.8,0.8,10,0.05696067470883026,0.17394640265759995,0.4026204871453605,-0.3166173332939639,0.17990384201721837,0.5205479452054794,0.46766504140546394,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 no_clip,ewma_hl8,2.0,no_clip,0.0,10,0.06875686274732495,0.1796777806269271,0.45715636229341533,-0.2963273590823139,0.232030086456599,0.547945205479452,0.48868508629363044,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
Equal-factor,baseline,,baseline,,20,0.021482743721170205,0.16293680702758734,0.2090818622471665,-0.35935749472197553,0.05978098143685797,0.4931506849315068,0.4553517529602972,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR,baseline,,baseline,,20,0.05306385112323597,0.17330732337497842,0.3822290164990298,-0.30731050134046967,0.17267177949264567,0.5342465753424658,0.4646853958671929,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + monthly EOT drift,monthly_eot,1.0,no_clip,0.0,20,0.055858817028778374,0.16937898256422892,0.4028911132290121,-0.299611856985183,0.18643727117762504,0.5342465753424658,0.45238371643061687,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.5,12w_mean,0.5,clip_0.5,0.5,20,0.05100566510320781,0.17509869430397304,0.3688410942689333,-0.32310510692301975,0.15786090659148877,0.5342465753424658,0.4740422567912699,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.7,12w_mean,0.5,clip_0.7,0.7,20,0.051130809362682106,0.1741769147798961,0.3705127148638504,-0.321668819770484,0.15895482005114694,0.5342465753424658,0.46949152542372874,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.8,12w_mean,0.5,clip_0.8,0.8,20,0.04903103014236598,0.17402259805554873,0.3591644580849269,-0.32809188681305157,0.14944298263097286,0.5205479452054794,0.4674328612336507,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 no_clip,12w_mean,0.5,no_clip,0.0,20,0.04908105442963784,0.17581286407940336,0.35761022739193143,-0.32708150276606474,0.15005756673663564,0.5342465753424658,0.4763331011531615,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.5,12w_mean,1.0,clip_0.5,0.5,20,0.05524411616564073,0.1755496177110823,0.3912679862984312,-0.31428838433681916,0.17577523993516816,0.547945205479452,0.47589582849624634,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.7,12w_mean,1.0,clip_0.7,0.7,20,0.05377714188585614,0.1733961743954121,0.385942473297719,-0.31488669663290536,0.17078251466605934,0.5342465753424658,0.467908830585868,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.8,12w_mean,1.0,clip_0.8,0.8,20,0.051785821889343886,0.173502893967842,0.3748717871152628,-0.3197571839315422,0.16195358381824776,0.5205479452054794,0.46835384258184354,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 no_clip,12w_mean,1.0,no_clip,0.0,20,0.0549537862557834,0.17766750725191982,0.3869326490277677,-0.32588285061096334,0.1686304945251226,0.5342465753424658,0.4820486030492996,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.5,12w_mean,1.5,clip_0.5,0.5,20,0.05671320304924521,0.1756248424581312,0.3991332098860679,-0.309018378646411,0.1835269581623762,0.547945205479452,0.47705672935531296,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.7,12w_mean,1.5,clip_0.7,0.7,20,0.054440949566866736,0.17291726913970656,0.3902271511065926,-0.31180503775748014,0.17459932642015405,0.5342465753424658,0.4672238990790186,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.8,12w_mean,1.5,clip_0.8,0.8,20,0.052399844051699285,0.1735044556617811,0.3782345841588997,-0.31824262443753515,0.16465375794430817,0.5205479452054794,0.4688104635864097,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 no_clip,12w_mean,1.5,no_clip,0.0,20,0.06331975670246814,0.1785106812410869,0.4304088568889653,-0.2948044278471279,0.21478563658244262,0.547945205479452,0.48870056497175135,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
